cgmlst_ST,cgmlst_distance,cgmlst_found_loci,cgmlst_genome_match,cgmlst_matching_alleles,cgmlst_subspecies,fasta_filepath,genome,h1,h2,o_antigen,qc_messages,qc_status,serogroup,serovar,serovar_antigen,serovar_cgmlst
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_241_S111.fasta,Seagull_18_241_S111,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_166_S39.fasta,Seagull_18_166_S39,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
3665645211,0.024242424242424288,330,2014-SEQ-1386,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_163_1_S37.fasta,Seagull_18_163_1_S37,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
144394690,0.027272727272727226,330,2016-SEQ-0346,321,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_07.fasta,SIML_2017_07,"g,m",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
1862772896,0.030303030303030276,330,SRR3049386,320,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_16.fasta,ISLHD_2019_16,"z4,z23",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Wangata,Wangata|Ekotedo,Wangata
,0.08787878787878789,317,SRR1965788,301,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_26.fasta,ISLHD_2019_26,"g,m",-,"1,9,12",FAIL: Moderate number of cgMLST330 loci missing (n=13 > 10) | INFO: Number of cgMLST330 loci found (n=317),WARNING,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_235_S56.fasta,Seagull_18_235_S56,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (3819784 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
876405562,0.024242424242424288,330,SRR1106482,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_04.fasta,ISLHD_2019_04,r,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Infantis,Virchow|Infantis|Senegal,Infantis
3665645211,0.024242424242424288,330,2014-SEQ-1386,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_165_S107.fasta,Seagull_18_165_S107,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
134051421,0.036363636363636376,330,SRR3665065,318,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/W_1_D11.fasta,W_1_D11,"f,g,s",-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Agona,Derby|Agona|Essen|Budapest,Agona
949642233,0.024242424242424288,330,SRR3322201,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_11.fasta,SIML_2017_11,"g,[s],t",-,"1,3,19",INFO: Number of cgMLST330 loci found (n=330),PASS,E4,Senftenberg,Senftenberg,Senftenberg
,1.0,49,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_208_S48.fasta,Seagull_18_208_S48,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=281 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=49) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
3689073533,0.036363636363636376,330,SRR1966667,318,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_05.fasta,SIML_2017_05,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_248_S64.fasta,Seagull_18_248_S64,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
2673249022,0.027272727272727226,330,ERR230466,321,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2017_23.fasta,SIML_2017_23,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
,1.0,23,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_252_S67.fasta,Seagull_18_252_S67,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=307 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=23) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
300007183,0.021212121212121238,330,2016-SEQ-0346,323,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SIML_2019_12.fasta,SIML_2019_12,"g,m",-,"1,9,12",INFO: Number of cgMLST330 loci found (n=330),PASS,D1,Enteritidis,Nitra|Gallinarum|Pullorum|Berta|Enteritidis|Blegdam|Gueuletapee|Naestved|Rostock|Hillingdon,Enteritidis
,0.030303030303030276,329,17-9337,320,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/SG19_182_Sal.fasta,SG19_182_Sal,"l,v","1,2","6,8",INFO: Number of cgMLST330 loci found (n=329),PASS,C2-C3,Litchfield,Litchfield|Pakistan|Loanda|Fayed|Hiduddify,Litchfield
142718260,0.024242424242424288,330,SRR1968665,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_24.fasta,ISLHD_2019_24,y,"1,5","6,7,14",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Bareilly,Richmond|Bareilly|Solt,Bareilly
1957959841,0.033333333333333326,330,SRR1966667,319,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_28.fasta,ISLHD_2019_28,i,-,"1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,"I 1,4,[5],12:i:-","I 1,4,[5],12:i:-",Typhimurium
2714016063,0.045454545454545414,330,SRR5045375,315,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/W_1_G11.fasta,W_1_G11,d,"1,2","6,8",INFO: Number of cgMLST330 loci found (n=330),PASS,C2-C3,Muenchen,Muenchen|Virginia|Manhattan|Yovokome,Muenchen
3287357169,0.027272727272727226,330,SRR1966769,321,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2017_17_S88.fasta,ISLHD_2017_17_S88,c,"1,6","6,7",INFO: Number of cgMLST330 loci found (n=330),PASS,C1,Birkenhead,Birkenhead|Brindisi,Birkenhead
,1.0,3,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_267_S75.fasta,Seagull_18_267_S75,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=327 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=3) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
1925285220,0.045454545454545414,330,SRR1967384,315,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_08.fasta,ISLHD_2019_08,"e,h","1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Saintpaul,Saintpaul|Reading,Saintpaul
684890568,0.024242424242424288,330,SRR3286894,322,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2019_06.fasta,ISLHD_2019_06,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
3427270951,0.027272727272727226,330,SRR2538034,321,enterica,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/ISLHD_2018_1_S90.fasta,ISLHD_2018_1_S90,i,"1,2","1,4,[5],12",INFO: Number of cgMLST330 loci found (n=330),PASS,B,Typhimurium,Typhimurium|Lagos,Typhimurium
,1.0,48,2014-LET-0131,0,,/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/shovill/final_assemblies/Seagull_18_136_S31.fasta,Seagull_18_136_S31,-,-,-,FAIL: Large number of cgMLST330 loci missing (n=282 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=48) | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0,FAIL,-,-:-:-,-:-:-,Senftenberg
