Uberstrain	Name	Data_Source(Accession_No.;Sequencing_Platform;Sequencing_Library;Insert_Size;Experiment;Bases;Average_Length;Status)	Barcode	Source_Niche	Source_Type	Source_Details	Collection_Year	Collection_Month	Collection_Day	Collection_Time	Continent	Country	Region	District	City	Post_Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic_Formulas	Phage_Type	Lab_Contact	Comment	Bio_Project_ID	Project_ID	Sample_ID	Secondary_Sample_ID	Date_Entered	Release_Date	ST	eBG	Serotype_(Predicted)	Lineage	Status	Coverage	N50	Length	Species	Contig_Number(>=200_bp)	Low_Quality_Bases	Version	SISTR1_Serovar	SISTR1_Serogroup	SeqSero2_Serovar	SeqSero2_Serogroup	wgMLST	cgMLST	HC0	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900	HC2000	HC2600	HC2850	Lab_Contact_Lowercase	Accession_No	Sequencing_Platform	Sequencing_Library	Insert_Size	Experiment	Bases	Average_Length
SAL_FB9276AA	SIML_2017_09	traces-0UecIZH;ILLUMINA;Paired;;NA;;	SAL_FB9276AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	29	29	Typhimurium	ND	Assembled	90	474360	4771295	Salmonella enterica;90.32%	44	8721	4.1	I 1,4,[5],12:d:-	B	ND	4	311877	62782	62782	62782	1300	1300	1300	1300	1300	211	211	211	211	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9277AA	ISLHD_2018_1_S90	traces-0DLmmbc;ILLUMINA;Paired;;NA;;	SAL_FB9277AA	Human	Human	Human	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	520	377159	4941207	Salmonella enterica;97.68%	64	13604	4.1	Typhimurium	B	Typhimurium	4	311879	254632	254632	254632	254632	59443	5503	2449	2449	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9278AA	Seagull_18_163_2_S38	traces-0tcjeXH;ILLUMINA;Paired;;NA;;	SAL_FB9278AA	Wild Animal	Avian	Gull	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	303	268185	4927306	Salmonella enterica;100.0%	68	13447	4.1	Typhimurium	B	Typhimurium	4	311881	254529	254529	254529	254529	254529	5008	1950	1547	1400	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9279AA	SG19_400_Sal	traces-0keUkeS;ILLUMINA;Paired;;NA;;	SAL_FB9279AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	117	209553	4852156	Salmonella enterica;97.92%	67	7562	4.1	Typhimurium	B	Typhimurium	4	311878	254631	254631	254622	254622	254622	46663	41	41	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9280AA	SIML_2017_17	traces-0FhLnuK;ILLUMINA;Paired;;NA;;	SAL_FB9280AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	1206	226788	4967256	Salmonella enterica;95.84%	64	15230	4.1	Typhimurium	B	Typhimurium	4	311888	254640	254640	254640	254640	254640	121523	1503	1503	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9281AA	Seagull_18_100_1_S16	traces-0riEUsq;ILLUMINA;Paired;;NA;;	SAL_FB9281AA	Wild Animal	Avian	Gull	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	34	1	Typhimurium	ND	Assembled	218	278703	5072163	Salmonella enterica;80.64%	94	11014	4.1	I 1,4,[5],12:i:-	B	4:i:-	4	311884	254636	254636	254636	254636	254636	2	2	2	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9282AA	ISLHD_2019_23	traces-0JLHoSf;ILLUMINA;Paired;;NA;;	SAL_FB9282AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	424	NaN	Birkenhead	ND	Assembled	115	337372	4735750	Salmonella enterica;97.62%	52	8027	4.1	Birkenhead	C1	Birkenhead	7	311882	254634	254634	254634	254634	254634	220374	220374	220374	27620	27620	27620	27620	1272	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9283AA	SIML_2017_14	traces-0yvjyAL;ILLUMINA;Paired;;NA;;	SAL_FB9283AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	198	56	Kentucky	ND	Assembled	211	535385	4888834	Salmonella enterica;76.92%	50	23777	4.1	Kentucky	C2-C3	Kentucky	8	311885	254637	254637	1703	1703	528	528	528	528	528	528	528	528	528	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9284AA	SG19_182_Sal	traces-0jUQsZD;ILLUMINA;Paired;;NA;;	SAL_FB9284AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	4491	61	Litchfield	ND	Assembled	93	393506	4610490	Salmonella enterica;96.67%	40	7806	4.1	Litchfield	C2-C3	Litchfield	8	311880	254633	254633	254633	254633	254633	104108	104108	104108	104108	104108	709	709	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9285AA	ISLHD_2018_7_S96	traces-0ZmZimu;ILLUMINA;Paired;;NA;;	SAL_FB9285AA	Human	Human	Human	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	31	279841	4871291	Salmonella enterica;100.0%	57	9717	4.1	Typhimurium	B	Typhimurium	4	311876	254630	254630	254630	254630	254630	254630	201	201	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9286AA	ISLHD_2018_3_S92	traces-0TqyAUu;ILLUMINA;Paired;;NA;;	SAL_FB9286AA	Human	Human	Human	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	286	188124	4882780	Salmonella enterica;98.11%	83	12478	4.1	Typhimurium	B	Typhimurium	4	311887	254639	254639	254639	254552	254552	254552	41	41	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9287AA	SIML_2019_10	traces-0APtplQ;ILLUMINA;Paired;;NA;;	SAL_FB9287AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	11	4	Enteritidis	ND	Assembled	80	303900	4754587	Salmonella enterica;92.6%	33	9458	4.1	Enteritidis	D1	Enteritidis	9	311883	254635	254635	207957	207957	207957	60055	87	87	12	12	12	12	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9288AA	ISLHD_2019_05	traces-0gWCErF;ILLUMINA;Paired;;NA;;	SAL_FB9288AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	32	31	Infantis	ND	Assembled	105	229154	4638988	Salmonella enterica;100.0%	39	7975	4.1	Infantis	C1	Infantis	7	311886	254638	254638	254638	254638	151849	45736	2398	36	36	36	36	36	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9289AA	ISLHD_2019_04	traces-0TJaUtF;ILLUMINA;Paired;;NA;;	SAL_FB9289AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	32	31	Infantis	ND	Assembled	84	245128	4688683	Salmonella enterica;97.5%	55	6770	4.1	Infantis	C1	Infantis	7	311894	254646	254646	254646	254646	254646	4421	4421	36	36	36	36	36	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9290AA	ISLHD_2018_2_S91	traces-0HHlnpm;ILLUMINA;Paired;;NA;;	SAL_FB9290AA	Human	Human	Human	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	29	29	Typhimurium	ND	Assembled	245	397331	4891509	Salmonella enterica;100.0%	44	7547	4.1	Stanley	B	Stanley	4	311889	254641	254641	254641	254641	63715	23566	10057	244	211	211	211	211	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9291AA	Seagull_18_165_S107	traces-0kgLXTN;ILLUMINA;Paired;;NA;;	SAL_FB9291AA	Wild Animal	Avian	Gull	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	268	376723	4927259	Salmonella enterica;100.0%	59	11270	4.1	Typhimurium	B	Typhimurium	4	311892	254644	254644	254529	254529	254529	5008	1950	1547	1400	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9292AA	ISLHD_2019_19	traces-0xuLMIm;ILLUMINA;Paired;;NA;;	SAL_FB9292AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	Brandenburg (Predicted)	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	65	12	Reading	Lineage 3	Assembled	109	495650	4536900	Salmonella enterica;96.0%	35	5742	4.1	Brandenburg	B	Brandenburg	4	311890	254642	254642	254642	45673	43697	43697	42707	21473	1800	592	592	118	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9293AA	ISLHD_2018_5_S94	traces-0bFeziq;ILLUMINA;Paired;;NA;;	SAL_FB9293AA	Human	Human	Human	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	Potsdam (Predicted)	I	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	2462	73	Potsdam	ND	Assembled	263	714057	4719866	Salmonella enterica;100.0%	40	5347	4.1	Potsdam	C1	Potsdam	7	311893	254645	254645	254645	254645	40347	5778	4852	141	141	141	141	141	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9294AA	SIML_2019_11	traces-0XuSvHC;ILLUMINA;Paired;;NA;;	SAL_FB9294AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	5060	138	Typhimurium	ND	Assembled	97	318331	4740186	Salmonella enterica;100.0%	55	17536	4.1	Typhimurium	B	Typhimurium	4	311891	254643	254643	180777	180777	1284	310	310	310	310	310	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9295AA	ISLHD_2019_10	traces-0ywKaZN;ILLUMINA;Paired;;NA;;	SAL_FB9295AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	582	22	Hadar	ND	Assembled	667	613625	4593696	Salmonella enterica;100.0%	34	7942	4.1	Breda	C2-C3	Chailey	8	311900	254650	254650	254650	228118	228118	228118	21491	17	17	17	17	17	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9296AA	Seagull_18_100_2_S17	traces-0HrOCDV;ILLUMINA;Paired;;NA;;	SAL_FB9296AA	Wild Animal	Avian	Gull	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	34	1	Typhimurium	ND	Assembled	242	278703	5072596	Salmonella enterica;80.65%	93	12554	4.1	I 1,4,[5],12:i:-	B	4:i:-	4	311896	254636	254636	254636	254636	254636	2	2	2	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9297AA	W_1_D11	traces-0aXmlaD;ILLUMINA;Paired;;NA;;	SAL_FB9297AA	Wild Animal	Avian	Gull	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	13	54	Agona	ND	Assembled	196	368392	4859500	Salmonella enterica;100.0%	42	12285	4.1	Agona	B	Agona	4	311898	231457	231457	231457	231457	231457	419	29	29	28	28	28	28	28	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9298AA	ISLHD_2017_2_S116	traces-0UiYjMS;ILLUMINA;Paired;;NA;;	SAL_FB9298AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	43	5	Paratyphi B Var. Java	ND	Assembled	280	363880	4683708	Salmonella enterica;100.0%	41	6741	4.1	Paratyphi B var. Java	B	Paratyphi B var. L(+) tartrate+	4	311899	254649	254649	254649	254649	254649	254649	155	155	155	155	155	155	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9299AA	SIML_2017_19	traces-0ZmGfxE;ILLUMINA;Paired;;NA;;	SAL_FB9299AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	101	293695	4919390	Salmonella enterica;97.56%	58	12998	4.1	Typhimurium	B	Typhimurium	4	311895	254647	254647	254647	254647	254647	254647	1503	1503	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9300AA	SIML_2019_15	traces-0kcYsrR;ILLUMINA;Paired;;NA;;	SAL_FB9300AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	424	NaN	Birkenhead	ND	Assembled	111	294555	4756841	Salmonella enterica;96.97%	40	6785	4.1	Birkenhead	C1	Birkenhead	7	311897	254648	254648	254648	254648	254539	254539	27620	27620	27620	27620	27620	27620	1272	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9301AA	SG19_171_Sal	traces-0TnwXiR;ILLUMINA;Paired;;NA;;	SAL_FB9301AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	136	376761	4886969	Salmonella enterica;97.73%	61	10733	4.1	Typhimurium	B	Typhimurium	4	311901	254651	254651	244839	244839	244839	170232	170232	1503	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9302AA	Seagull_18_96_1_S14	traces-0djLtuk;ILLUMINA;Paired;;NA;;	SAL_FB9302AA	Wild Animal	Avian	Gull	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	Anatum (predicted)	I	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	64	65	Anatum	ND	Assembled	237	873814	4593486	Salmonella enterica;100.0%	29	5514	4.1	Anatum	E1	Anatum	3,10	311902	254652	254652	254652	254652	254652	254652	63966	5	5	5	5	5	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9303AA	SIML_2017_04	traces-0bECwhq;ILLUMINA;Paired;;NA;;	SAL_FB9303AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	50	14	Saintpaul	ND	Assembled	97	448637	4697672	Salmonella enterica;100.0%	37	5712	4.1	Saintpaul	B	Saintpaul	4	311903	46179	46179	46178	46178	46178	46178	26425	26425	219	219	79	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9304AA	SIML_2019_08	traces-0UchEzy;ILLUMINA;Paired;;NA;;	SAL_FB9304AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	34	1	Typhimurium	ND	Assembled	99	218705	5076568	Salmonella enterica;78.67%	102	11832	4.1	I 1,4,[5],12:i:-	B	4:i:-	4	311910	254657	254657	254657	254657	254657	2	2	2	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9305AA	W_1_C11	traces-0NcbTCE;ILLUMINA;Paired;;NA;;	SAL_FB9305AA	Wild Animal	Avian	Gull	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	Emmastad (Predicted)	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	6238	NaN	ND	ND	Assembled	108	374795	4849916	Salmonella enterica;100.0%	45	7421	4.1	Emmastad	P	Emmastad	38	311904	231454	231454	231454	231454	231454	231454	231454	231454	231454	189540	189540	189540	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9306AA	SIML_2017_01	traces-0GluxGW;ILLUMINA;Paired;;NA;;	SAL_FB9306AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	11	4	Enteritidis	ND	Assembled	1075	406633	4698372	Salmonella enterica;96.15%	34	7546	4.1	Enteritidis	D1	Enteritidis	9	311911	254658	254658	254658	1545	1545	397	397	12	12	12	12	12	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9307AA	ISLHD_2019_18	traces-0dmvaNW;ILLUMINA;Paired;;NA;;	SAL_FB9307AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	424	NaN	Birkenhead	ND	Assembled	1157	297028	4756626	Salmonella enterica;97.14%	44	7791	4.1	Birkenhead	C1	Birkenhead	7	311912	254551	254551	254551	254551	254539	254539	27620	27620	27620	27620	27620	27620	1272	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9308AA	Seagull_18_124_1_S26	traces-0nQhgEj;ILLUMINA;Paired;;NA;;	SAL_FB9308AA	Wild Animal	Avian	Gull	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	93	43	Reading	Lineage 3	Assembled	247	651708	4512008	Salmonella enterica;94.12%	28	5721	4.1	Reading	B	Reading	4	311907	254655	254655	254655	254655	254655	15385	15385	118	118	118	118	118	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9309AA	SG19_380_Sal	traces-0lRVqme;ILLUMINA;Paired;;NA;;	SAL_FB9309AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	137	209553	4852377	Salmonella enterica;97.87%	65	9835	4.1	Typhimurium	B	Typhimurium	4	311908	254631	254631	254622	254622	254622	46663	41	41	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9310AA	SIML_2019_14	traces-0qKZhut;ILLUMINA;Paired;;NA;;	SAL_FB9310AA	Human	Human	Human	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	16	9	Virchow	ND	Assembled	96	405747	4667471	Salmonella enterica;92.85%	37	10787	4.1	Virchow	C1	Virchow	7	311905	254653	254653	254653	174357	174357	7260	7260	715	715	111	111	111	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9311AA	SIML_2017_18	traces-0eSzzJX;ILLUMINA;Paired;;NA;;	SAL_FB9311AA	Human	Human	Human	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	92	271390	4885833	Salmonella enterica;97.73%	58	12193	4.1	Typhimurium	B	Typhimurium	4	311906	254654	254654	254654	1852	1852	1852	1503	1503	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9312AA	SG19_269_Sal	traces-0Bpjcnv;ILLUMINA;Paired;;NA;;	SAL_FB9312AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	138	39	Montevideo	Lineage 3	Assembled	154	397471	4728360	Salmonella enterica;84.0%	32	9886	4.1	Montevideo	C1	Montevideo	7	311909	254656	254656	254656	254656	254656	254656	254656	16	16	16	16	16	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9314AA	SG19_288_Sal	traces-0ZyEbbv;ILLUMINA;Paired;;NA;;	SAL_FB9314AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	16	9	Virchow	ND	Assembled	146	509100	4660816	Salmonella enterica;100.0%	33	5791	4.1	Virchow	C1	Virchow	7	311921	254666	254666	254666	254666	254666	254666	7260	715	715	111	111	111	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9315AA	SG19_334_Sal	traces-0Vajqqr;ILLUMINA;Paired;;NA;;	SAL_FB9315AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	1792	422	Kottbus	ND	Assembled	816	285539	4740609	Salmonella enterica;95.56%	60	8780	4.1	Kottbus	C2-C3	Kottbus	8	311944	254680	254680	254680	254534	8248	8248	8248	8248	8248	8248	8248	66	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9316AA	ISLHD_2018_10_S99	traces-0IrrBKp;ILLUMINA;Paired;;NA;;	SAL_FB9316AA	Human	Human	Human	2018	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	19	1	Typhimurium	ND	Assembled	577	214295	4854766	Salmonella enterica;97.78%	68	10382	4.1	Typhimurium	B	Typhimurium	4	311935	254675	254675	254675	254622	254622	46663	41	41	2	2	2	2	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9317AA	SG19_284_Sal	traces-0KbezSO;ILLUMINA;Paired;;NA;;	SAL_FB9317AA	Wild Animal	Avian	Gull	2019	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	32	31	Infantis	ND	Assembled	200	225467	4743248	Salmonella enterica;96.97%	45	8860	4.1	Infantis	C1	Infantis	7	311918	254663	254663	254663	254663	254663	4421	4421	36	36	36	36	36	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
SAL_FB9318AA	W_1_G11	traces-0rNdrsn;ILLUMINA;Paired;;NA;;	SAL_FB9318AA	Wild Animal	Avian	Gull	2017	NA	NA	NA	Oceania	Australia	NSW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Cummins (UTS, Sydney)	NA	NA	NA	NA	NA	2021-02-01	2023-02-05	82	8	Muenchen	ND	Assembled	236	528520	4685551	Salmonella enterica;100.0%	27	12513	4.1	Muenchen	C2-C3	Muenchen	8	284032	231452	231452	231452	231452	231452	231452	231452	231452	30462	59	59	22	2	2	m. cummins (uts, sydney)	NA	NA	NA	NA	NA	NA	NA
