snp-dists 0.6.3,SIML_2017_04,MD_7_B2,MD_6_A8,MD_6_D11,SG19_233_Sal,ISLHD_2017_16_S87,ISLHD_2018_16_S105,MD_6_G10,SIML_2019_06,ISLHD_2018_17_S106,MD_6_F10,ISLHD_2019_20,ISLHD_2018_4_S93,ISLHD_2017_12_S83,ISLHD_2017_1_S76,Seagull_18_220_S109,SG19_238_Sal,Seagull_18_206_S47,MD_6_G9,ISLHD_2019_14,SIML_2017_07,ISLHD_2018_11_S100,MD_6_G11,SIML_2017_21,SIML_2019_14,ISLHD_2017_10_S81,MD_7_D2,MD_7_F2,ISLHD_2017_6_S119,ISLHD_2018_2_S91,MD_6_A11,SIML_2017_16,Seagull_18_255_S68,MD_6_E8,Seagull_18_163_1_S37,Seagull_18_172_S40,ISLHD_2019_17,W_1_D11,MD_7_G1,SG19_397_Sal,SG19_084_Sal,ISLHD_2019_30,W_1_F11,SIML_2017_13,SG19_284_Sal,ISLHD_2018_15_S104,ISLHD_2019_09,W_1_C11,SG19_288_Sal,MD_6_H10,MD_7_H2,ISLHD_2019_06,W_1_H11,MD_6_D9,SG19_182_Sal,SG19_298_Sal,SIML_2017_24,ISLHD_2019_27,SIML_2017_17,MD_6_H8,ISLHD_2017_14_S85,ISLHD_2019_15,MD_6_C10,SIML_2017_22,MD_6_B9,SIML_2017_18,ISLHD_2017_9_S80,ISLHD_2019_29,MD_6_C9,ISLHD_2019_28,SG19_380_Sal,MD_6_C12,MD_6_H11,SIML_2019_09,MD_6_F12,ISLHD_2018_5_S94,SG19_334_Sal,ISLHD_2019_03,MD_7_A2,Seagull_18_96_1_S14,ISLHD_2017_11_S82,MD_7_A1,ISLHD_2019_22,Seagull_18_124_1_S26,SIML_2019_04,ISLHD_2019_19,SIML_2017_02,SIML_2017_10,SG19_269_Sal,ISLHD_2018_6_S95,ISLHD_2017_8_S79,ISLHD_2017_2_S116,ISLHD_2017_18_S89,SIML_2017_08,W_1_B11,SIML_2019_11,SIML_2017_01,ISLHD_2017_7_S78,SIML_2019_15,MD_6_H9,SG19_171_Sal,MD_6_A9,SIML_2017_05,MD_7_G2,Seagull_18_240_1_S58,ISLHD_2019_18,MD_7_F1,ISLHD_2019_16,ISLHD_2019_10,ISLHD_2019_08,Seagull_18_132_1_S29,ISLHD_2018_10_S99,SIML_2019_13,W_1_G11,Seagull_18_90_1_S9,ISLHD_2017_15_S86,ISLHD_2019_23,ISLHD_2018_3_S92,SG19_400_Sal,SG19_116_05_E_coli,ISLHD_2017_3_S117,MD_6_B12,ISLHD_2018_12_S101,MD_6_B8,Seagull_18_165_S107,MD_6_A12,MD_6_E12,MD_6_B10,ISLHD_2018_9_S98,MD_6_F9,ISLHD_2019_01,ISLHD_2019_11,MD_7_A3,ISLHD_2017_17_S88,SIML_2019_07,ISLHD_2019_12,ISLHD_2018_8_S97,MD_6_C8,MD_6_E11,W_1_E11,SIML_2019_08,ISLHD_2017_5_S77,MD_6_D8,ISLHD_2019_13,MD_7_C2,MD_7_C1,MD_7_E2,MD_6_D12,MD_6_E9,MD_6_E10,ISLHD_2017_13_S84,SIML_2017_23,ISLHD_2019_07,SG19_116_Sal,SIML_2017_14,SIML_2019_03,ISLHD_2019_24,ISLHD_2018_7_S96,SIML_2019_10,SIML_2019_12,SIML_2017_06,SG19_292_Sal,ISLHD_2019_21,SIML_2017_15,SG19_327_Sal,ISLHD_2017_4_S118,SIML_2017_09,SIML_2017_03,MD_6_C11,Seagull_18_100_1_S16,ISLHD_2019_05,ISLHD_2019_04,SIML_2017_11,ISLHD_2018_13_S102,Seagull_18_117_1_S21,ISLHD_2019_02,MD_6_F8,ISLHD_2019_25,SIML_2017_19,ISLHD_2018_14_S103,MD_6_H7,MD_6_G8,MD_6_F11,SIML_2019_05,MD_6_B11,MD_7_B1,Seagull_18_190_1_S42,SIML_2019_02,ISLHD_2018_1_S90,MD_7_D1,ISLHD_2019_26
MD_6_F10,14495,1,49,49,27643,373,64,48,26172,32323,0,28406,28283,28004,27298,502,1329,502,49,170,28282,347,39588,38967,28548,33742,114,32567,29887,27006,49,28248,502,14470,503,503,33843,33849,32566,32957,28660,28557,33844,33825,29775,408,33849,26947,28666,31965,28554,56,32321,38957,27769,33860,33753,28548,168,35688,28504,185,2,298,162,53,53,26993,38957,528,368,2,49,28286,28545,26219,27647,28004,50,28088,374,49,38968,38834,28282,39471,29813,27150,39907,27548,39008,28409,483,39825,30064,8553,28248,27157,28000,28474,168,48,534,29814,503,28000,52,32322,26980,14497,30001,366,529,26158,502,28286,27999,489,368,27643,412,165,32326,0,503,26810,28545,1,56,32325,29819,32325,32636,27999,39370,33828,14482,14488,1,26948,428,28002,0,33845,49,115,35688,32566,26813,35689,28000,346,39825,27643,33226,130423,27539,359,28286,28272,65,32958,368,28282,33557,39232,27036,296,296,539,29812,29768,32594,33568,502,294,26178,27652,56,27994,14488,48,36108,368,48,33562,616,28428,294,28545,28101
ISLHD_2019_20,28120,28407,28401,28401,28971,28343,28412,28400,28466,34092,28406,0,29488,30008,27943,28650,29661,28650,28401,28514,29487,28320,39929,40025,29942,34686,28520,34154,31003,27525,28401,29450,28650,28103,28651,28651,33483,33489,34153,34896,30054,29951,33484,33475,30857,28371,33489,29076,30062,33908,29948,28400,34090,39859,28959,33498,33057,29941,28520,36359,177,28533,28408,28412,28514,28405,28405,27511,39859,28460,28337,28406,28401,29491,29939,28600,28975,29998,28402,30018,28342,28401,39872,39796,29485,39471,30927,27661,40311,29804,39923,33,28455,40344,30939,28119,29450,27671,30004,97,28428,28400,28466,30930,28651,30004,28404,34091,28446,28120,31526,28335,28461,28771,28650,29492,30002,28458,28337,28971,28344,28517,34095,28406,28651,28623,29939,28407,28407,34094,30935,34094,34222,30003,39812,33478,28105,28109,28407,29077,28358,30009,28406,33485,28401,28521,36359,34153,28626,36360,30004,28319,40344,28971,35281,130641,29587,28330,29491,29477,28407,34897,28338,29487,34497,39891,27547,28410,28414,28471,30928,30850,34180,34508,28650,28408,28797,29700,28408,29998,28109,28400,36776,28337,28400,34502,28764,181,28408,29939,27600
ISLHD_2018_4_S93,27676,28284,28280,28280,29166,28220,28287,28279,28884,32627,28283,29488,0,29380,28884,28525,29544,28525,28280,28389,87,28196,40301,40174,31070,33684,28397,32682,30737,29042,28280,294,28525,27664,28526,28526,33128,33134,32681,33459,31183,31077,33129,33120,30636,28248,33134,28657,31188,32950,31076,28275,32625,39608,28331,33143,33135,31070,28399,35592,29585,28408,28285,28299,28393,28284,28283,29032,39608,28338,28215,28283,28280,79,31067,28672,29170,29371,28281,28825,28221,28280,39621,39939,43,39010,30662,29183,40036,28896,39668,29491,28330,40264,31597,27996,292,29192,29376,29553,28304,28279,28344,30663,28526,29376,28283,32626,29004,27681,31179,28213,28339,28042,28525,68,29375,28333,28215,29166,28222,28396,32630,28283,28526,28719,31067,28284,28286,32629,30668,32629,32752,29375,40052,33123,27666,27672,28284,28658,28238,29379,28283,33130,28280,28398,35592,32681,28722,35593,29376,28195,40264,29166,34324,130546,29237,28209,79,78,28282,33460,28217,55,33494,40400,29069,28297,28297,28349,30661,30629,32712,33505,28525,28295,28064,29350,28287,29372,27672,28279,36011,28215,28279,33499,28639,29511,28295,31067,24175
ISLHD_2017_12_S83,27815,28005,27998,27998,28680,27938,28005,27997,28779,32170,28004,30008,29380,0,29136,28246,29264,28246,27998,28107,29379,27915,39233,38769,30244,33426,28118,32172,30016,28116,27998,29340,28246,27790,28247,28247,33599,33605,32171,33227,30357,30253,33600,33581,29939,27970,33605,28200,30366,32015,30250,27993,32168,39174,29182,33617,33593,30244,28117,35885,30100,28126,28006,28010,28111,28002,28002,28103,39174,28051,27933,28004,27998,29383,30241,27904,28684,32,27999,29697,27939,27998,39185,39091,29379,39687,29944,28256,39629,28710,39223,30011,28048,39625,30312,27926,29340,28265,10,30070,28021,27997,28057,29945,28247,4,28001,32169,29164,27817,30746,27931,28052,28001,28246,29385,213,28051,27933,28680,27935,28114,32173,28004,28247,28315,30241,28005,28005,32172,29950,32172,32239,9,39303,33584,27802,27807,28005,28201,27951,15,28004,33601,27998,28119,35885,32171,28318,35886,4,27914,39625,28680,33640,130377,28147,27925,29383,29369,28002,33228,27933,29379,33235,39844,28142,28008,28006,28062,29943,29932,32200,33246,28246,28006,28026,28260,28005,96,27807,27997,36304,27933,27997,33240,28360,30032,28006,30241,29698
ISLHD_2017_1_S76,26634,27299,27296,27296,29200,27242,27303,27295,27705,33923,27298,27943,28884,29136,0,27542,28558,27542,27296,27405,28883,27219,39016,38931,29320,34102,27412,34055,29925,28928,27296,28840,27542,26609,27543,27543,34149,34155,34054,34592,29433,29329,34150,34131,29884,27275,34155,28344,29438,33737,29326,27291,33921,39435,28054,34164,33595,29321,27415,35769,28037,27424,27300,27312,27409,27300,27300,28918,39435,27357,27234,27298,27296,28887,29317,4997,29204,29138,27297,28817,27241,27296,39447,39332,28883,38868,29850,29070,39284,29206,39486,27946,27353,39460,30689,27751,28840,29077,29132,28005,27317,27295,27363,29851,27543,29132,27299,33922,28149,26636,31294,27233,27358,27244,27542,28888,29128,27357,27234,29200,27241,27412,33926,27298,27543,28296,29317,27299,27302,33925,29856,33925,34121,29131,39186,34134,26621,26627,27299,28345,27255,29134,27298,34151,27296,27413,35769,34054,28299,35770,29132,27218,39460,29200,35258,130154,28201,27229,28887,28873,27300,34591,27237,28883,33911,39365,28956,27310,27310,27368,29849,29877,34087,33924,27542,27308,27265,28314,27303,29126,26627,27295,36199,27235,27295,33917,27656,27967,27308,29317,28977
Seagull_18_220_S109,14741,503,495,495,27882,619,502,494,26413,32563,502,28650,28525,28246,27542,0,1774,0,495,604,28524,593,39822,39204,28787,33977,616,32810,30122,27245,495,28490,0,14716,1,1,34079,34085,32809,33196,28899,28796,34080,34061,30010,654,34085,27189,28905,32207,28793,490,32561,39188,28013,34096,33988,28787,614,35927,28748,623,504,544,608,499,499,27232,39188,774,614,502,495,28528,28784,26461,27886,28246,496,28328,620,495,39199,39061,28524,39704,30048,27389,40142,27788,39239,28653,729,40059,30309,8796,28490,27396,28242,28718,518,494,780,30049,1,28242,498,32562,27214,14743,30242,612,775,26398,0,28528,28241,735,614,27882,658,611,32566,502,1,27054,28784,503,502,32565,30054,32565,32879,28241,39604,34064,14728,14734,503,27190,674,28244,502,34081,495,617,35927,32809,27057,35928,28242,592,40059,27882,33468,130646,27788,605,28528,28514,499,33197,614,28524,33792,39466,27275,542,542,785,30047,30003,32837,33803,0,540,26418,27901,502,28236,14734,494,36347,614,494,33797,114,28672,540,28784,28337
SG19_238_Sal,15761,1330,1282,1282,28890,1646,1337,1281,27428,33582,1329,29661,29544,29264,28558,1774,0,1774,1282,1215,29543,1620,40608,40221,29802,34998,1215,33595,31139,28268,1282,29509,1774,15736,1775,1775,34872,34878,33594,34212,29686,29811,34873,34854,31027,1681,34878,27971,29692,32992,29808,1329,33580,40214,29027,34889,34784,29802,1193,36944,29759,1230,1331,1571,1167,1286,1286,28255,40214,1572,1641,1329,1282,29547,29799,27477,28894,29264,1283,29350,1647,1282,40225,40090,29543,40724,31065,28184,40937,28574,40265,29664,1528,40857,31092,9598,29509,28191,29260,29729,1441,1281,1578,31066,1775,29260,1285,33581,28232,15763,31259,1639,1573,27416,1774,29547,29259,1534,1641,28890,1684,1170,33585,1329,1775,28068,29799,1330,1311,33584,31071,33584,33664,29259,40625,34857,15748,15754,1330,27972,1700,29262,1329,34874,1282,1216,36944,33594,28071,36945,29260,1619,40857,28890,34486,131387,28795,1632,29547,29533,1338,34213,1641,29543,34813,40486,28298,1569,1569,1583,31064,31020,33616,34824,1774,1567,27436,28680,1309,29254,15754,1281,37364,1641,1281,34818,1660,29684,1567,29799,29362
Seagull_18_206_S47,14741,503,495,495,27882,619,502,494,26413,32563,502,28650,28525,28246,27542,0,1774,0,495,604,28524,593,39822,39204,28787,33977,616,32810,30122,27245,495,28490,0,14716,1,1,34079,34085,32809,33196,28899,28796,34080,34061,30010,654,34085,27189,28905,32207,28793,490,32561,39188,28013,34096,33988,28787,614,35927,28748,623,504,544,608,499,499,27232,39188,774,614,502,495,28528,28784,26461,27886,28246,496,28328,620,495,39199,39061,28524,39704,30048,27389,40142,27788,39239,28653,729,40059,30309,8796,28490,27396,28242,28718,518,494,780,30049,1,28242,498,32562,27214,14743,30242,612,775,26398,0,28528,28241,735,614,27882,658,611,32566,502,1,27054,28784,503,502,32565,30054,32565,32879,28241,39604,34064,14728,14734,503,27190,674,28244,502,34081,495,617,35927,32809,27057,35928,28242,592,40059,27882,33468,130646,27788,605,28528,28514,499,33197,614,28524,33792,39466,27275,542,542,785,30047,30003,32837,33803,0,540,26418,27901,502,28236,14734,494,36347,614,494,33797,114,28672,540,28784,28337
MD_6_G9,14489,50,2,2,27636,366,57,1,26167,32317,49,28401,28280,27998,27296,495,1282,495,0,163,28279,340,39582,38961,28542,33738,163,32561,29882,27004,2,28245,495,14464,496,496,33836,33842,32560,32951,28654,28551,33837,33818,29770,401,33842,26939,28660,31959,28548,49,32315,38950,27763,33853,33747,28542,141,35682,28499,178,51,291,115,6,6,26991,38950,521,361,49,2,28283,28539,26215,27640,27998,3,28081,367,2,38961,38827,28279,39464,29808,27148,39901,27543,39001,28404,476,39819,30060,8546,28245,27155,27994,28469,161,1,527,29809,496,27994,5,32316,26975,14491,29997,359,522,26152,495,28283,27993,482,361,27636,405,118,32320,49,496,26806,28539,50,31,32319,29814,32319,32630,27993,39364,33821,14476,14482,50,26940,421,27996,49,33838,2,164,35682,32560,26809,35683,27994,339,39819,27636,33220,130418,27537,352,28283,28269,58,32952,361,28279,33553,39226,27034,289,289,532,29807,29763,32588,33564,495,287,26172,27650,29,27988,14482,1,36102,361,1,33558,609,28423,287,28539,28095
ISLHD_2019_14,14599,171,163,163,27745,475,170,162,26276,32426,170,28514,28389,28107,27405,604,1215,604,163,0,28388,449,39461,39068,28651,33847,56,32444,29993,27113,163,28354,604,14574,605,605,33715,33721,32443,33060,28535,28660,33716,33697,29881,510,33721,26821,28541,31842,28657,120,32424,39057,27876,33732,33628,28651,54,35791,28612,63,172,400,48,167,167,27100,39057,402,470,170,163,28392,28648,26326,27749,28107,164,28190,476,163,39068,38934,28388,39571,29919,27029,39780,27424,39108,28517,357,39698,29943,8427,28354,27036,28103,28582,270,162,408,29920,605,28103,166,32425,27084,14601,30105,468,403,26261,604,28392,28102,363,470,27745,514,51,32429,170,605,26917,28648,171,170,32428,29925,32428,32513,28102,39471,33700,14586,14592,171,26822,530,28105,170,33717,163,57,35791,32443,26920,35792,28103,448,39698,27745,33329,130297,27648,461,28392,28378,159,33061,470,28388,33662,39333,27143,398,398,413,29918,29874,32471,33673,604,396,26281,27533,170,28097,14592,162,36211,470,162,33667,490,28536,396,28648,28204
SIML_2017_07,27675,28283,28279,28279,29165,28219,28286,28278,28883,32626,28282,29487,87,29379,28883,28524,29543,28524,28279,28388,0,28195,40300,40172,31069,33683,28396,32681,30736,29041,28279,293,28524,27663,28525,28525,33127,33133,32680,33458,31182,31076,33128,33119,30635,28247,33133,28656,31187,32949,31075,28274,32624,39607,28330,33142,33136,31069,28398,35591,29584,28407,28284,28298,28392,28283,28282,29031,39607,28337,28214,28282,28279,92,31066,28671,29169,29370,28280,28824,28220,28279,39620,39937,86,39009,30661,29182,40035,28895,39667,29490,28329,40264,31596,27995,291,29191,29375,29552,28303,28278,28343,30662,28525,29375,28282,32625,29003,27680,31178,28212,28338,28041,28524,95,29374,28332,28214,29165,28221,28395,32629,28282,28525,28718,31066,28283,28285,32628,30667,32628,32751,29374,40050,33122,27665,27671,28283,28657,28237,29378,28282,33129,28279,28397,35591,32680,28721,35592,29375,28194,40264,29165,34323,130549,29236,28208,92,77,28281,33459,28216,86,33493,40399,29068,28296,28296,28348,30660,30628,32711,33504,28524,28294,28063,29349,28286,29371,27671,28278,36010,28214,28278,33498,28638,29510,28294,31066,24174
ISLHD_2018_11_S100,14407,348,340,340,27545,224,347,339,26083,32234,347,28320,28196,27915,27219,593,1620,593,340,449,28195,0,39504,38882,28463,33661,461,32480,29805,26923,340,28161,593,14382,594,594,33754,33760,32479,32868,28575,28472,33755,33736,29693,319,33760,26855,28581,31878,28469,335,32232,38875,27682,33771,33664,28463,459,35604,28418,468,349,357,453,344,344,26910,38875,439,219,347,340,28199,28460,26136,27549,27915,341,27999,225,340,38886,38751,28195,39386,29731,27067,39824,27459,38926,28323,156,39735,29979,8464,28161,27074,27911,28388,363,339,445,29732,594,27911,343,32233,26892,14409,29918,217,440,26067,593,28199,27910,340,219,27545,323,456,32237,347,594,26724,28460,348,347,32236,29737,32236,32549,27910,39288,33739,14394,14400,348,26856,339,27913,347,33756,340,462,35604,32479,26727,35605,27911,1,39735,27545,33135,130333,27459,52,28199,28185,344,32869,219,28195,33476,39147,26953,355,355,450,29730,29686,32507,33487,593,353,26087,27572,347,27905,14400,339,36024,219,339,33481,707,28342,353,28460,28007
MD_6_G11,39564,39589,39582,39582,39933,39527,39589,39581,39389,37992,39588,39929,40301,39233,39016,39822,40608,39822,39582,39461,40300,39504,0,23772,39101,37316,39474,37625,38570,39912,39582,40267,39822,39539,39823,39823,39151,39161,37624,37740,38985,39108,39152,39137,38582,39563,39161,38782,38994,37494,39107,39577,37990,23316,39865,39172,39245,39100,39469,42134,40028,39480,39590,39593,39467,39586,39586,39902,23316,39413,39521,39588,39582,40304,39098,39273,39937,39235,39583,38848,39528,39582,23334,23669,40300,23884,38497,39827,23903,39156,23369,39934,39412,24039,39440,39749,40267,39834,39229,39996,39601,39581,39419,38500,39823,39229,39585,37991,40391,39566,39800,39519,39412,39710,39822,40307,39221,39412,39521,39933,39525,39470,37995,39588,39823,39569,39098,39589,39586,37994,38505,37994,37690,39228,23931,39140,39551,39557,39589,38783,39539,39232,39588,39157,39582,39475,42134,37624,39572,42135,39229,39503,24039,39933,37048,130123,39768,39516,40304,40290,39584,37741,39522,40300,37127,23885,39941,39591,39592,39424,38498,38575,37653,37138,39822,39589,39729,39653,39589,39225,39557,39581,42557,39519,39581,37132,39708,39953,39589,39098,40188
SIML_2017_21,38832,38968,38960,38960,39407,38907,38966,38960,39637,37131,38967,40025,40174,38769,38931,39204,40221,39204,38961,39068,40172,38882,23772,0,39191,36845,39081,37507,38138,39234,38961,40140,39204,38821,39205,39205,38770,38780,37506,37128,39303,39198,38771,38766,38103,38933,38780,39269,39313,36876,39197,38956,37129,21981,39925,38791,39103,39190,39076,41628,40122,39085,38969,38976,39074,38965,38965,39222,21981,39019,38900,38967,38961,40177,39188,39166,39411,38759,38962,39068,38908,38961,21996,21264,40172,22253,38064,39373,23869,38751,22050,40028,39018,23397,39904,39247,40140,39380,38765,40092,38983,38960,39023,38065,39205,38765,38964,37130,39788,38836,39650,38898,39018,39164,39204,40180,38768,39022,38900,39407,38903,39077,37134,38967,39205,39401,39188,38968,38968,37133,38070,37133,37575,38764,23564,38769,38823,38827,38968,39270,38917,38768,38967,38776,38961,39082,41628,37506,39404,41629,38765,38881,23397,39407,36130,129710,39127,38892,40177,40163,38965,37129,38898,40173,36651,22364,39259,38974,38975,39030,38063,38096,37536,36664,39204,38972,39186,39240,38968,38769,38827,38960,42046,38898,38960,36657,39318,40048,38972,39188,40588
SIML_2019_14,28618,28549,28542,28542,30028,28487,28549,28541,29186,32766,28548,29942,31070,30244,29320,28787,29802,28787,28542,28651,31069,28463,39101,39191,0,34234,28662,33103,28736,29972,28542,31035,28787,28603,28788,28788,33079,33085,33102,33533,133,29,33080,33071,28740,28512,33085,29046,148,32372,28,28537,32764,39328,30316,33095,32737,1,28658,37119,30034,28668,28550,28558,28655,28546,28546,29961,39328,28601,28482,28548,28542,31073,5,28222,30032,30235,28543,29421,28488,28542,39335,39265,31067,39999,28661,30115,39281,30209,39388,29945,28598,39362,31192,28558,31035,30124,30240,30004,28567,28541,28607,28662,28788,30240,28545,32765,28698,28618,31784,28480,28600,29741,28787,31075,30239,28602,28482,30028,28485,28658,32769,28548,28788,29421,5,28549,28549,32768,28667,32768,33169,30239,39346,33074,28605,28611,28549,29047,28499,30244,28548,33081,28542,28663,37119,33102,29424,37120,30240,28462,39362,30028,33774,130969,29130,28474,31073,31059,28546,33534,28484,31069,34043,39243,30001,28556,28556,28612,28660,28733,33132,34054,28787,28554,29763,29243,28549,30234,28611,28541,37539,28480,28541,34048,28901,29962,28554,5,29480
ISLHD_2017_10_S81,33778,33743,33738,33738,34612,33687,33745,33737,34104,31701,33742,34686,33684,33426,34102,33977,34998,33977,33738,33847,33683,33661,37316,36845,34234,0,33856,30395,32313,34318,33738,33647,33977,33765,33978,33978,30840,30848,30394,28195,34346,34241,30841,30834,32283,33707,30848,34225,34354,31050,34240,33733,31699,37067,33543,30859,30720,34235,33855,37291,34777,33864,33744,33754,33851,33742,33742,34304,37067,33796,33682,33742,33738,33687,34231,34255,34616,33416,33739,33986,33688,33738,37080,36749,33683,36678,32237,34459,37456,34085,37129,34689,33792,37543,34877,33817,33647,34466,33422,34747,33758,33737,33802,32238,33978,33422,33741,31700,35347,33782,34394,33680,33795,33692,33977,33690,33423,33800,33682,34612,33680,33854,31704,33742,33978,34115,34231,33743,33745,31703,32243,31703,30460,33421,37764,30837,33767,33771,33743,34226,33696,33425,33742,30844,33738,33857,37291,30394,34118,37292,33422,33660,37543,34612,28401,129989,34080,33671,33687,33673,33742,28196,33680,33683,233,37455,34345,33752,33752,33807,32236,32278,30423,226,33977,33750,33715,34193,33745,33418,33771,33737,37709,33680,33737,239,34091,34711,33750,34231,35270
MD_7_D2,14609,115,163,163,27757,487,178,162,26286,32437,114,28520,28397,28118,27412,616,1215,616,163,56,28396,461,39474,39081,28662,33856,0,32453,30001,27120,163,28362,616,14584,617,617,33729,33735,32452,33071,28546,28671,33730,33711,29889,522,33735,26833,28552,31851,28668,170,32435,39071,27883,33746,33639,28662,54,35802,28618,71,116,412,48,167,167,27107,39071,414,482,116,163,28400,28659,26333,27761,28118,164,28202,488,163,39082,38948,28396,39585,29927,27036,39793,27434,39122,28523,369,39711,29950,8439,28362,27043,28114,28588,282,162,420,29928,617,28114,166,32436,27094,14611,30114,480,415,26272,616,28400,28113,375,482,27757,526,51,32440,114,617,26924,28659,115,170,32439,29933,32439,32522,28113,39484,33714,14596,14602,115,26834,542,28116,114,33731,163,1,35802,32452,26927,35803,28114,460,39711,27757,33340,130312,27653,473,28400,28386,179,33072,482,28396,33671,39346,27150,410,410,425,29926,29882,32480,33682,616,408,26292,27538,170,28108,14602,162,36222,482,162,33676,502,28542,408,28659,28215
MD_7_F2,32367,32568,32561,32561,33172,32505,32570,32560,32980,28940,32567,34154,32682,32172,34055,32810,33595,32810,32561,32444,32681,32480,37625,37507,33103,30395,32453,0,31961,32663,32561,32646,32810,32352,32811,32811,28419,28427,1,28129,32988,33110,28420,28413,31951,32531,28427,33584,32995,28857,33109,32558,28938,37304,33606,28437,28486,33103,32452,36812,34249,32463,32569,32578,32446,32565,32565,32651,37304,32391,32499,32567,32561,32685,33100,33151,33176,32162,32562,32936,32504,32561,37318,37171,32681,37625,31886,32575,36980,32804,37365,34157,32388,37062,34026,32403,32646,32582,32168,34219,32583,32560,32397,31887,32811,32168,32564,28939,32950,32369,34040,32497,32392,32431,32810,32688,32163,32390,32499,33172,32503,32449,28943,32567,32811,32738,33100,32568,32568,28942,31892,28942,74,32167,37459,28416,32354,32358,32568,33585,32519,32171,32567,28423,32561,32454,36812,3,32741,36813,32168,32479,37062,33172,29115,130267,33176,32492,32685,32671,32567,28130,32496,32681,30203,37694,32689,32576,32576,32402,31885,31944,116,30216,32810,32574,32451,33061,32568,32162,32358,32560,37223,32499,32560,30208,32696,34178,32574,33100,33338
ISLHD_2017_6_S119,29619,29888,29881,29881,30122,29828,29891,29881,29501,31148,29887,31003,30737,30016,29925,30122,31139,30122,29882,29993,30736,29805,38570,38138,28736,32313,30001,31961,0,29949,29882,30699,30122,29605,30123,30123,32885,32891,31960,32185,28848,28745,32886,32877,537,29850,32891,28482,28854,30681,28742,29879,31146,38793,30936,32903,32641,28737,29998,35872,30954,30010,29889,29899,29995,29886,29886,29940,38793,29938,29823,29887,29882,30740,28733,28756,30126,30006,29883,30082,29829,29882,38810,38514,30736,39433,88,30093,38460,30018,38718,31006,29941,38566,31308,30124,30699,30100,30012,30926,29904,29881,29944,89,30123,30012,29885,31147,30596,29622,30587,29821,29937,29501,30122,30743,30009,29941,29823,30122,29822,29998,31151,29887,30123,29726,28733,29888,29888,31150,74,31150,31889,30011,38882,32880,29606,29613,29888,28483,29838,30017,29887,32887,29882,30002,35872,31960,29729,35873,30012,29804,38566,30122,32312,130538,29965,29815,30740,30726,29888,32186,29825,30736,32124,38303,29979,29897,29897,29949,87,530,31989,32135,30122,29895,29529,30078,29889,30006,29613,29881,36287,29821,29881,32130,30236,31027,29895,28733,30451
ISLHD_2018_2_S91,27009,27007,27004,27004,28306,26940,27011,27003,27812,32553,27006,27525,29042,28116,28928,27245,28268,27245,27004,27113,29041,26923,39912,39234,29972,34318,27120,32663,29949,0,27004,29009,27245,26994,27246,27246,33787,33793,32662,33138,30084,29979,33788,33779,29905,26973,33793,27995,30090,32310,29978,26999,32551,39033,28382,33805,33905,29972,27123,35792,27620,27132,27008,27021,27117,27008,27008,237,39033,27056,26937,27006,27004,29043,29969,27320,28310,28106,27005,29127,26941,27004,39047,39004,29041,39663,29876,386,40151,28227,39093,27528,27055,40213,30543,27058,29009,394,28112,27592,27025,27003,27062,29877,27246,28112,27007,32552,28697,27011,30522,26935,27057,27676,27245,29046,28107,27055,26937,28306,26940,27120,32556,27006,27246,27984,29969,27007,27010,32555,29882,32555,32731,28111,39351,33782,26996,27002,27007,27996,26954,28115,27006,33789,27004,27121,35792,32662,27987,35793,28112,26922,40213,28306,33657,130675,27286,26933,29043,29031,27008,33139,26935,29041,34128,39603,272,27019,27021,27067,29875,29898,32690,34141,27245,27017,27697,27399,27011,28106,27002,27003,36210,26937,27003,34133,27359,27547,27017,29969,28770
MD_6_A11,14489,50,2,2,27636,366,57,1,26167,32317,49,28401,28280,27998,27296,495,1282,495,2,163,28279,340,39582,38961,28542,33738,163,32561,29882,27004,0,28245,495,14464,496,496,33836,33842,32560,32951,28654,28551,33837,33818,29770,401,33842,26939,28660,31959,28548,49,32315,38950,27763,33853,33747,28542,141,35682,28499,178,51,291,115,6,6,26991,38950,521,361,49,2,28283,28539,26215,27640,27998,3,28081,367,2,38961,38827,28279,39464,29808,27148,39901,27543,39001,28404,476,39819,30060,8546,28245,27155,27994,28469,161,1,527,29809,496,27994,5,32316,26975,14491,29997,359,522,26152,495,28283,27993,482,361,27636,405,118,32320,49,496,26806,28539,50,31,32319,29814,32319,32630,27993,39364,33821,14476,14482,50,26940,421,27996,49,33838,2,164,35682,32560,26809,35683,27994,339,39819,27636,33220,130418,27537,352,28283,28269,58,32952,361,28279,33553,39226,27034,289,289,532,29807,29763,32588,33564,495,287,26172,27650,29,27988,14482,1,36102,361,1,33558,609,28423,287,28539,28095
